State,Area name,"Percent of adults with less than a high school diploma, 2015-19","Percent of adults with a high school diploma only, 2015-19","Percent of adults completing some college or associate's degree, 2015-19","Percent of adults with a bachelor's degree or higher, 2015-19"
OK,Comanche County,10.0,32.8,35.1,22.2
OK,Cotton County,15.5,41.8,28.9,13.7
OK,Craig County,13.2,39.5,32.6,14.7
OK,Creek County,12.6,40.0,30.4,17.0
OK,Custer County,12.3,31.1,31.7,24.8
OK,Delaware County,15.1,35.8,31.0,18.1
OK,Dewey County,6.2,41.5,28.3,24.0
OK,Ellis County,14.2,34.5,31.2,20.1
OK,Garfield County,12.1,36.2,28.8,22.9
OK,Garvin County,13.7,45.0,26.6,14.7
OK,Grady County,9.9,40.3,29.9,19.9
OK,Grant County,9.3,36.9,29.1,24.6
OK,Greer County,16.1,36.5,35.1,12.3
OK,Harmon County,20.3,25.1,33.9,20.7
OK,Harper County,18.2,33.1,29.4,19.3
OK,Haskell County,15.3,37.4,31.2,16.2
OK,Hughes County,17.8,40.3,28.9,12.9
OK,Jackson County,14.9,26.9,34.8,23.3
OK,Jefferson County,16.8,41.4,27.0,14.7
OK,Johnston County,14.0,34.9,31.0,20.1
OK,Kay County,13.2,32.4,35.5,18.9
OK,Kingfisher County,11.7,38.3,27.6,22.4
OK,Kiowa County,15.3,37.2,30.2,17.2
OK,Latimer County,12.2,36.8,33.8,17.2
OK,Le Flore County,16.5,41.1,27.8,14.6
OK,Lincoln County,12.8,40.8,30.9,15.5
OK,Logan County,9.9,32.5,30.0,27.7
OK,Love County,17.6,41.6,27.3,13.5
OK,McClain County,9.9,32.8,32.3,25.0
OK,McCurtain County,17.1,43.0,26.5,13.4
OK,McIntosh County,14.2,42.7,29.3,13.9
OK,Major County,11.4,38.6,30.0,20.0
OK,Marshall County,20.9,35.6,28.6,14.8
OK,Mayes County,13.5,39.5,32.7,14.3
OK,Murray County,15.8,38.0,28.8,17.4
OK,Muskogee County,14.7,34.4,30.4,20.4
OK,Noble County,9.5,41.5,25.8,23.2
OK,Nowata County,11.1,44.0,33.4,11.5
OK,Okfuskee County,20.5,39.6,28.3,11.6
OK,Oklahoma County,12.6,25.7,29.7,32.0
OK,Okmulgee County,13.7,36.0,36.2,14.1
OK,Osage County,11.7,38.1,32.1,18.0
OK,Ottawa County,14.7,36.3,34.5,14.5
OK,Pawnee County,11.2,44.2,27.9,16.6
OK,Payne County,7.8,27.4,27.3,37.4
OK,Pittsburg County,13.0,38.2,32.7,16.1
OK,Pontotoc County,10.8,32.9,28.2,28.2
OK,Pottawatomie County,12.0,36.5,33.2,18.3
OK,Pushmataha County,16.8,42.5,26.4,14.3
OK,Roger Mills County,11.6,36.4,35.9,16.2
OK,Rogers County,8.0,32.1,35.1,24.9
OK,Seminole County,15.7,34.0,36.0,14.3
OK,Sequoyah County,18.7,38.6,28.2,14.4
OK,Stephens County,12.7,42.2,28.2,16.9
OK,Texas County,27.7,25.7,24.5,22.1
OK,Tillman County,22.5,33.4,26.8,17.3
OK,Tulsa County,10.6,25.4,32.2,31.8
OK,Wagoner County,9.4,32.9,34.5,23.2
OK,Washington County,9.6,34.0,27.9,28.5
OK,Washita County,9.9,41.5,27.8,20.8
OK,Woods County,10.2,29.9,29.6,30.3
OK,Woodward County,12.3,39.9,28.4,19.4
OR,Oregon,9.3,22.7,34.3,33.7
OR,Baker County,9.0,31.1,36.2,23.7
OR,Benton County,4.1,13.3,28.5,54.1
OR,Clackamas County,6.6,21.2,34.7,37.4
OR,Clatsop County,7.9,26.7,41.0,24.4
OR,Columbia County,8.7,33.8,39.0,18.5
OR,Coos County,11.2,30.2,40.9,17.8
OR,Crook County,10.0,33.3,36.9,19.8
OR,Curry County,9.7,27.4,38.3,24.6
OR,Deschutes County,6.3,21.8,36.5,35.4
OR,Douglas County,10.4,32.3,40.0,17.3
OR,Gilliam County,10.0,30.5,42.0,17.4
OR,Grant County,11.2,36.0,33.9,18.9
OR,Harney County,8.4,36.6,36.6,18.4
OR,Hood River County,18.7,21.8,27.5,32.0
OR,Jackson County,9.9,26.1,36.2,27.8
OR,Jefferson County,13.0,30.7,37.0,19.4
OR,Josephine County,9.6,31.0,41.9,17.5
OR,Klamath County,11.9,31.0,37.1,20.0
OR,Lake County,13.5,34.5,35.6,16.4
OR,Lane County,8.1,23.2,38.2,30.5
OR,Lincoln County,8.5,27.3,39.3,24.9
OR,Linn County,10.5,29.0,41.2,19.3
OR,Malheur County,18.9,31.4,36.0,13.7
OR,Marion County,14.8,26.6,35.1,23.5
OR,Morrow County,24.2,33.1,33.7,9.0
OR,Multnomah County,8.5,17.0,28.7,45.9
OR,Polk County,9.1,23.5,36.4,31.0
OR,Sherman County,10.7,31.9,40.1,17.3
OR,Tillamook County,10.4,28.7,39.1,21.8
OR,Umatilla County,17.6,28.5,36.7,17.2
OR,Union County,7.3,32.2,36.0,24.5
OR,Wallowa County,6.9,28.6,38.1,26.4
OR,Wasco County,13.6,29.1,37.7,19.6
OR,Washington County,7.8,17.4,30.4,44.4
OR,Wheeler County,8.4,37.1,39.6,14.9
OR,Yamhill County,11.1,24.6,37.5,26.9
PA,Pennsylvania,9.5,34.7,24.4,31.4
PA,Adams County,11.2,39.9,26.6,22.3
PA,Allegheny County,5.4,27.0,26.0,41.6
PA,Armstrong County,9.7,49.0,24.6,16.7
PA,Beaver County,6.9,36.8,31.6,24.7
PA,Bedford County,12.1,51.3,21.9,14.7
PA,Berks County,13.3,36.7,25.1,24.9
PA,Blair County,8.6,45.0,25.1,21.3
PA,Bradford County,9.9,47.0,24.4,18.7
PA,Bucks County,6.1,28.2,24.4,41.3
PA,Butler County,5.1,32.7,26.2,36.0
PA,Cambria County,8.0,45.4,25.5,21.1
PA,Cameron County,9.3,48.3,28.7,13.7
PA,Carbon County,10.6,45.3,26.2,17.9
PA,Centre County,5.7,29.4,19.4,45.5
PA,Chester County,6.4,20.8,19.8,53.0
PA,Clarion County,9.9,46.5,21.5,22.1
PA,Clearfield County,12.8,49.5,22.7,15.1
PA,Clinton County,10.7,45.5,24.3,19.5
PA,Columbia County,9.7,43.0,24.4,22.9
PA,Crawford County,11.0,45.8,22.1,21.1
PA,Cumberland County,7.7,32.0,23.8,36.6
PA,Dauphin County,10.2,33.2,25.8,30.8
PA,Delaware County,6.9,30.2,23.8,39.0
PA,Elk County,7.7,48.0,24.7,19.6
PA,Erie County,8.7,38.5,24.9,27.9
PA,Fayette County,11.6,48.0,23.1,17.3
PA,Forest County,17.0,57.4,17.5,8.1
PA,Franklin County,11.7,43.1,23.5,21.6
PA,Fulton County,12.2,52.2,22.0,13.6
PA,Greene County,12.5,46.0,23.9,17.6
PA,Huntingdon County,10.5,48.8,23.2,17.4
PA,Indiana County,10.0,43.2,23.8,23.0
PA,Jefferson County,10.7,51.1,22.3,15.9
PA,Juniata County,16.7,48.8,20.0,14.5
PA,Lackawanna County,9.0,36.9,25.9,28.3
PA,Lancaster County,15.0,35.3,22.5,27.3
PA,Lawrence County,9.2,43.3,25.4,22.1
PA,Lebanon County,12.8,44.0,22.5,20.7
PA,Lehigh County,11.0,32.9,26.1,29.9
PA,Luzerne County,10.2,39.0,28.0,22.9
PA,Lycoming County,9.9,38.9,27.8,23.4
PA,McKean County,8.2,47.5,25.4,18.9
PA,Mercer County,10.1,43.0,24.1,22.8
PA,Mifflin County,15.0,51.8,21.3,11.9
PA,Monroe County,10.4,35.1,29.9,24.7
PA,Montgomery County,5.6,23.6,21.6,49.3
PA,Montour County,9.4,40.1,18.9,31.6
PA,Northampton County,9.1,34.5,26.1,30.3
PA,Northumberland County,12.0,49.8,21.7,16.6
PA,Perry County,12.6,47.4,23.4,16.7
PA,Philadelphia County,15.3,32.6,22.4,29.7
PA,Pike County,7.0,34.3,31.8,26.8
PA,Potter County,12.0,47.0,25.6,15.4
PA,Schuylkill County,10.7,46.6,26.1,16.6
PA,Snyder County,13.4,45.6,21.3,19.8
PA,Somerset County,11.8,49.8,22.6,15.9
PA,Sullivan County,10.4,47.7,24.7,17.2
PA,Susquehanna County,10.2,45.0,26.3,18.6
PA,Tioga County,9.6,45.3,26.0,19.1
PA,Union County,13.2,39.0,21.8,26.0
PA,Venango County,9.8,48.0,23.4,18.7
PA,Warren County,7.1,45.4,27.9,19.5
PA,Washington County,6.9,37.3,25.8,30.0
PA,Wayne County,10.4,42.9,26.3,20.4
PA,Westmoreland County,5.6,36.9,28.3,29.1
PA,Wyoming County,7.8,46.4,26.2,19.6
PA,York County,10.1,39.6,25.5,24.9
RI,Rhode Island,11.2,28.3,26.3,34.2
RI,Bristol County,9.1,19.4,22.5,49.0
RI,Kent County,7.8,28.0,30.9,33.3
RI,Newport County,6.0,22.1,23.8,48.1
RI,Providence County,14.2,31.0,25.8,29.0
RI,Washington County,5.1,22.8,26.0,46.1
SC,South Carolina,12.5,29.1,30.3,28.1
SC,Abbeville County,18.3,34.0,32.0,15.6
SC,Aiken County,12.0,32.8,28.8,26.4
SC,Allendale County,20.2,45.9,24.7,9.2
SC,Anderson County,14.7,31.2,31.8,22.2
SC,Bamberg County,19.7,32.5,29.0,18.8
SC,Barnwell County,20.2,35.4,31.9,12.5
SC,Beaufort County,7.2,22.3,29.3,41.2
SC,Berkeley County,10.6,29.4,34.9,25.0
SC,Calhoun County,13.8,36.2,30.1,19.9
SC,Charleston County,8.3,22.7,25.3,43.6
SC,Cherokee County,19.7,34.7,31.4,14.2
SC,Chester County,17.9,39.3,29.4,13.4
SC,Chesterfield County,23.3,41.3,25.0,10.4
SC,Clarendon County,21.5,36.5,26.9,15.1
SC,Colleton County,13.4,45.4,26.6,14.6
SC,Darlington County,17.6,35.1,28.8,18.4
SC,Dillon County,24.7,39.0,25.2,11.1
SC,Dorchester County,10.3,27.3,34.2,28.2
SC,Edgefield County,17.1,36.7,29.6,16.7
SC,Fairfield County,13.8,41.3,28.0,16.9
SC,Florence County,15.0,32.9,28.5,23.6
SC,Georgetown County,12.8,28.8,31.1,27.3
SC,Greenville County,12.0,23.8,29.2,35.1
SC,Greenwood County,14.8,30.5,30.1,24.6
SC,Hampton County,19.0,42.5,26.6,11.9
SC,Horry County,10.4,32.5,33.5,23.6
SC,Jasper County,18.2,37.5,26.5,17.8
SC,Kershaw County,12.2,36.5,31.0,20.3
SC,Lancaster County,14.1,29.9,29.1,26.9
SC,Laurens County,19.1,33.8,30.9,16.2
SC,Lee County,18.5,41.5,24.2,15.9
SC,Lexington County,10.4,28.2,31.1,30.4
SC,McCormick County,16.6,33.9,29.0,20.5
SC,Marion County,21.1,42.0,23.4,13.5
SC,Marlboro County,22.8,42.2,26.1,8.9
SC,Newberry County,18.0,36.0,28.1,17.9
SC,Oconee County,15.1,29.0,30.0,25.8
SC,Orangeburg County,14.1,31.2,34.8,19.9
SC,Pickens County,14.7,29.1,30.3,26.0
SC,Richland County,8.5,22.5,29.9,39.1
SC,Saluda County,21.8,35.2,26.2,16.8
SC,Spartanburg County,14.3,29.3,31.9,24.5
SC,Sumter County,14.5,30.8,35.4,19.3
SC,Union County,18.8,40.0,29.9,11.3
SC,Williamsburg County,19.9,41.6,26.2,12.3
SC,York County,9.2,25.1,32.4,33.3
SD,South Dakota,8.3,30.2,32.7,28.8
SD,Aurora County,13.0,33.5,32.1,21.5
SD,Beadle County,15.7,34.0,29.8,20.5
SD,Bennett County,19.6,33.0,31.7,15.7
SD,Bon Homme County,12.6,37.0,32.2,18.3
SD,Brookings County,5.0,25.2,29.5,40.3
SD,Brown County,7.0,31.6,32.0,29.4
SD,Brule County,11.1,31.4,30.4,27.1
SD,Buffalo County,21.9,39.6,30.0,8.5
SD,Butte County,9.0,42.2,29.7,19.2
SD,Campbell County,10.0,35.5,26.5,28.0
SD,Charles Mix County,11.5,38.1,31.8,18.6
SD,Clark County,8.8,42.2,30.0,19.1
SD,Clay County,5.0,20.8,24.2,49.9
SD,Codington County,8.5,36.5,33.6,21.5
SD,Corson County,16.2,33.6,32.4,17.8
SD,Custer County,6.4,35.0,35.1,23.5
SD,Davison County,7.9,31.1,34.5,26.5
SD,Day County,10.5,36.9,31.0,21.6
SD,Deuel County,8.9,36.9,32.0,22.2
SD,Dewey County,14.6,35.9,32.9,16.6
SD,Douglas County,11.5,35.2,37.7,15.5
SD,Edmunds County,6.9,34.5,32.3,26.3
SD,Fall River County,5.6,35.1,38.3,21.1
SD,Faulk County,6.7,34.5,31.9,26.9
SD,Grant County,9.3,38.2,30.6,21.9
SD,Gregory County,10.6,35.6,33.6,20.2
SD,Haakon County,6.1,44.3,34.0,15.6
SD,Hamlin County,8.2,42.5,28.3,21.0
SD,Hand County,6.1,33.0,38.8,22.1
SD,Hanson County,7.8,37.3,36.5,18.5
SD,Harding County,9.3,31.7,33.0,26.0
SD,Hughes County,7.8,27.3,30.3,34.7
SD,Hutchinson County,12.3,33.2,29.3,25.2
SD,Hyde County,7.4,36.5,31.6,24.5
SD,Jackson County,17.6,33.5,31.1,17.8
SD,Jerauld County,10.6,38.0,28.9,22.5
SD,Jones County,4.7,42.6,27.0,25.7
SD,Kingsbury County,9.3,39.1,30.1,21.5
SD,Lake County,9.1,31.8,26.0,33.1
SD,Lawrence County,6.5,29.6,28.9,35.0
SD,Lincoln County,5.2,23.0,34.3,37.6
SD,Lyman County,10.3,36.9,32.4,20.3
SD,McCook County,11.3,35.0,29.5,24.1
SD,McPherson County,17.6,33.3,31.4,17.7
SD,Marshall County,7.9,31.0,37.0,24.1
SD,Meade County,5.6,28.7,38.5,27.2
SD,Mellette County,18.4,40.0,29.6,12.0
SD,Miner County,10.2,38.8,32.6,18.5
SD,Minnehaha County,7.5,26.4,33.0,33.1
SD,Moody County,9.6,33.7,35.3,21.3
SD,Oglala Lakota County,26.1,27.8,35.7,10.4
SD,Pennington County,6.5,27.5,34.5,31.5
SD,Perkins County,7.6,36.0,36.1,20.3
SD,Potter County,7.2,36.3,34.2,22.3
SD,Roberts County,10.4,35.5,36.8,17.3
SD,Sanborn County,6.6,40.1,31.6,21.6
SD,Spink County,8.9,37.2,32.1,21.8
SD,Stanley County,5.1,30.6,32.2,32.1
SD,Sully County,4.4,33.7,36.9,25.0
SD,Todd County,20.1,31.7,32.5,15.6
SD,Tripp County,9.1,41.1,27.5,22.3
SD,Turner County,8.0,33.7,34.6,23.7
SD,Union County,7.4,29.5,32.5,30.6
SD,Walworth County,10.0,38.0,27.1,24.9
SD,Yankton County,9.1,35.4,29.8,25.7
SD,Ziebach County,15.9,41.3,26.4,16.4
TN,Tennessee,12.5,32.1,28.0,27.3
TN,Anderson County,13.0,32.9,30.8,23.3
TN,Bedford County,17.9,41.4,24.0,16.6
TN,Benton County,17.6,46.4,23.7,12.3
TN,Bledsoe County,24.4,39.8,23.8,12.0
TN,Blount County,10.9,34.6,30.3,24.2
TN,Bradley County,14.7,32.1,30.9,22.3
TN,Campbell County,22.7,40.6,24.2,12.4
TN,Cannon County,15.5,45.6,23.2,15.8
TN,Carroll County,15.9,42.2,23.9,18.0
TN,Carter County,16.5,38.6,27.4,17.5
TN,Cheatham County,13.0,37.1,28.8,21.0
TN,Chester County,14.8,39.1,30.1,16.0
TN,Claiborne County,19.9,38.0,26.0,16.1
TN,Clay County,19.7,46.2,20.2,13.9
TN,Cocke County,19.9,46.8,21.7,11.6
TN,Coffee County,14.6,38.5,26.5,20.5
TN,Crockett County,18.8,40.5,26.8,13.8
TN,Cumberland County,14.2,37.7,29.7,18.5
TN,Davidson County,10.9,22.1,25.3,41.7
TN,Decatur County,14.1,42.3,29.1,14.5
TN,DeKalb County,19.9,40.9,22.5,16.7
TN,Dickson County,16.3,41.8,25.7,16.2
TN,Dyer County,16.1,38.8,28.9,16.1
TN,Fayette County,13.8,32.1,31.9,22.2
TN,Fentress County,17.0,43.6,23.4,16.0
TN,Franklin County,12.5,40.0,26.6,20.8
TN,Gibson County,14.7,39.1,27.8,18.4
TN,Giles County,14.2,43.1,26.1,16.5
TN,Grainger County,21.4,42.8,25.1,10.7
TN,Greene County,15.3,41.5,26.5,16.7
TN,Grundy County,25.6,40.7,20.5,13.2
TN,Hamblen County,18.7,38.6,25.9,16.8
TN,Hamilton County,10.5,26.9,30.4,32.2
TN,Hancock County,22.9,42.2,23.7,11.2
TN,Hardeman County,20.4,46.8,21.7,11.2
TN,Hardin County,18.5,42.1,24.4,15.0
TN,Hawkins County,15.6,42.7,27.9,13.7
TN,Haywood County,18.0,47.0,23.9,11.0
TN,Henderson County,17.3,42.3,26.1,14.4
TN,Henry County,14.1,45.6,23.9,16.5
TN,Hickman County,21.4,44.3,23.3,10.9
TN,Houston County,22.8,47.1,17.1,13.0
TN,Humphreys County,15.1,48.4,22.2,14.3
TN,Jackson County,21.8,44.6,22.5,11.0
TN,Jefferson County,14.7,39.1,29.5,16.8
TN,Johnson County,20.2,41.6,26.6,11.6
TN,Knox County,8.3,25.3,28.8,37.6
TN,Lake County,27.1,43.2,20.4,9.4
TN,Lauderdale County,22.9,45.4,23.4,8.3
TN,Lawrence County,16.6,44.3,24.8,14.3
TN,Lewis County,15.7,42.5,31.4,10.4
TN,Lincoln County,16.5,40.5,24.6,18.4
TN,Loudon County,13.8,32.4,27.4,26.4
TN,McMinn County,15.5,40.4,27.9,16.2
TN,McNairy County,17.4,45.4,24.6,12.6
TN,Macon County,19.7,45.7,24.3,10.3
TN,Madison County,11.1,35.3,27.9,25.6
TN,Marion County,18.5,38.7,30.1,12.8
TN,Marshall County,14.6,41.4,29.4,14.7
TN,Maury County,9.8,35.7,31.4,23.0
TN,Meigs County,16.2,45.4,28.6,9.8
TN,Monroe County,17.6,41.5,27.5,13.4
TN,Montgomery County,7.1,28.5,36.0,28.5
TN,Moore County,14.1,39.9,23.3,22.7
TN,Morgan County,19.7,48.5,22.4,9.4
TN,Obion County,16.5,44.8,23.4,15.3
TN,Overton County,19.4,46.7,21.2,12.8
TN,Perry County,25.1,38.5,24.9,11.5
TN,Pickett County,25.6,38.2,26.7,9.4
TN,Polk County,17.6,39.4,31.1,11.9
TN,Putnam County,13.4,36.5,23.6,26.4
TN,Rhea County,19.2,36.8,27.0,16.9
TN,Roane County,11.1,36.3,32.9,19.8
TN,Robertson County,12.8,38.1,29.5,19.6
TN,Rutherford County,8.2,27.8,31.7,32.2
TN,Scott County,20.2,44.3,26.3,9.2
TN,Sequatchie County,18.4,39.1,27.4,15.1
TN,Sevier County,15.0,37.2,30.3,17.4
TN,Shelby County,11.6,27.5,29.3,31.6
TN,Smith County,14.7,46.5,24.3,14.4
TN,Stewart County,12.8,44.8,26.8,15.6
TN,Sullivan County,12.8,34.7,28.8,23.6
TN,Sumner County,10.3,30.9,30.7,28.1
TN,Tipton County,12.2,37.6,32.9,17.3
TN,Trousdale County,15.6,38.4,32.3,13.8
TN,Unicoi County,15.0,39.4,30.8,14.8
TN,Union County,22.9,44.8,22.4,9.9
TN,Van Buren County,21.0,50.8,20.5,7.8
TN,Warren County,20.5,43.3,21.6,14.5
TN,Washington County,11.2,28.9,28.1,31.8
TN,Wayne County,19.8,46.6,23.8,9.7
TN,Weakley County,14.9,38.9,24.6,21.6
TN,White County,16.8,45.7,25.2,12.3
TN,Williamson County,4.7,13.3,22.2,59.8
TN,Wilson County,8.4,29.0,30.2,32.4
TX,Texas,16.3,25.0,28.8,29.9
TX,Anderson County,18.7,38.9,31.8,10.6
TX,Andrews County,27.7,34.9,25.1,12.2
TX,Angelina County,18.1,31.6,33.4,16.9
TX,Aransas County,15.5,31.2,31.4,21.9
TX,Archer County,9.7,35.4,31.0,23.9
TX,Armstrong County,13.1,22.4,41.6,22.8
TX,Atascosa County,22.9,38.7,23.9,14.4
TX,Austin County,16.0,29.2,30.9,23.9
TX,Bailey County,23.1,35.1,24.6,17.2
TX,Bandera County,10.7,32.3,34.2,22.8
TX,Bastrop County,18.1,30.4,30.9,20.7
TX,Baylor County,14.5,35.0,27.7,22.8
TX,Bee County,24.6,34.2,32.3,8.9
TX,Bell County,9.0,26.0,39.9,25.2
TX,Bexar County,15.8,25.4,30.8,28.0
TX,Blanco County,9.9,30.3,33.3,26.5
TX,Borden County,5.3,20.1,35.2,39.5
TX,Bosque County,13.5,34.2,32.5,19.8
TX,Bowie County,11.2,34.8,33.3,20.6
TX,Brazoria County,12.1,25.5,32.4,30.0
TX,Brazos County,12.8,19.2,26.3,41.7
TX,Brewster County,14.3,21.3,24.3,40.0
TX,Briscoe County,13.9,36.5,29.9,19.8
TX,Brooks County,31.2,24.7,28.4,15.7
TX,Brown County,12.8,36.3,31.8,19.1
TX,Burleson County,17.5,38.4,26.8,17.3
TX,Burnet County,11.7,30.8,32.2,25.4
TX,Caldwell County,21.8,37.9,25.7,14.6
TX,Calhoun County,20.7,33.0,32.1,14.2
TX,Callahan County,11.8,35.8,31.4,21.0
TX,Cameron County,32.1,26.4,24.2,17.3
TX,Camp County,12.8,35.3,32.5,19.4
TX,Carson County,6.7,32.0,32.9,28.4
TX,Cass County,14.1,43.3,26.3,16.4
TX,Castro County,25.9,32.2,26.3,15.6
TX,Chambers County,11.5,27.0,38.8,22.7
TX,Cherokee County,21.0,30.5,31.3,17.2
TX,Childress County,18.0,34.9,28.9,18.3
TX,Clay County,9.5,36.9,32.2,21.4
TX,Cochran County,32.3,30.7,28.9,8.0
TX,Coke County,16.3,34.1,31.8,17.8
TX,Coleman County,13.5,36.7,34.1,15.8
TX,Collin County,6.2,15.0,26.5,52.3
TX,Collingsworth County,26.1,25.9,27.7,20.2
TX,Colorado County,16.9,34.3,27.8,21.0
TX,Comal County,7.4,25.0,30.8,36.8
TX,Comanche County,15.5,34.9,29.3,20.3
TX,Concho County,32.1,30.8,24.1,13.0
TX,Cooke County,13.9,31.5,33.7,20.9
TX,Coryell County,12.0,28.1,43.8,16.1
TX,Cottle County,23.8,26.9,32.5,16.8
TX,Crane County,20.5,32.8,32.0,14.7
TX,Crockett County,23.0,33.5,29.5,14.0
TX,Crosby County,24.0,35.9,27.0,13.2
TX,Culberson County,33.7,35.0,21.1,10.2
TX,Dallam County,29.6,28.0,26.6,15.8
TX,Dallas County,20.7,22.6,25.3,31.5
TX,Dawson County,30.1,32.3,23.4,14.2
TX,Deaf Smith County,26.2,36.6,25.3,12.0
TX,Delta County,12.2,32.0,30.6,25.1
TX,Denton County,7.5,17.8,29.6,45.1
TX,DeWitt County,19.2,39.1,29.1,12.6
TX,Dickens County,15.6,35.8,30.1,18.5
TX,Dimmit County,33.6,36.2,16.6,13.6
TX,Donley County,11.3,34.0,36.8,17.9
TX,Duval County,31.4,30.7,28.9,9.0
TX,Eastland County,15.6,31.6,36.8,16.0
TX,Ector County,24.0,30.3,30.2,15.4
TX,Edwards County,27.9,22.7,31.3,18.2
TX,Ellis County,13.8,27.7,34.2,24.3
TX,El Paso County,21.5,23.7,31.4,23.3
TX,Erath County,11.7,26.3,30.5,31.5
TX,Falls County,23.1,38.4,26.0,12.4
TX,Fannin County,14.5,35.2,32.8,17.4
TX,Fayette County,13.9,39.1,27.3,19.7
TX,Fisher County,13.9,34.7,32.8,18.6
TX,Floyd County,25.8,27.7,30.6,15.9
TX,Foard County,18.1,32.0,33.6,16.2
TX,Fort Bend County,9.4,17.9,26.5,46.2
TX,Franklin County,8.7,27.9,36.8,26.6
TX,Freestone County,17.4,33.2,34.2,15.3
TX,Frio County,33.8,34.2,24.7,7.3
TX,Gaines County,38.2,29.8,20.5,11.4
TX,Galveston County,11.0,24.9,33.0,31.1
TX,Garza County,38.4,28.6,19.1,13.9
TX,Gillespie County,11.0,29.9,26.8,32.2
TX,Glasscock County,30.6,18.7,23.6,27.2
TX,Goliad County,17.0,26.5,39.2,17.3
TX,Gonzales County,23.3,44.1,19.6,13.1
TX,Gray County,19.8,32.7,33.5,13.9
TX,Grayson County,11.3,30.1,38.2,20.4
TX,Gregg County,15.9,28.2,34.6,21.3
TX,Grimes County,19.4,34.8,30.0,15.7
TX,Guadalupe County,11.3,30.5,30.1,28.2
TX,Hale County,23.4,34.7,24.7,17.1
TX,Hall County,20.4,30.0,33.8,15.9
TX,Hamilton County,16.0,35.8,25.8,22.4
TX,Hansford County,32.2,26.7,26.0,15.1
TX,Hardeman County,21.1,32.7,32.5,13.7
TX,Hardin County,12.0,38.2,32.9,16.8
TX,Harris County,18.6,23.4,26.6,31.5
TX,Harrison County,14.7,34.0,32.2,19.1
TX,Hartley County,17.4,37.5,27.2,17.8
TX,Haskell County,29.7,35.1,23.4,11.9
TX,Hays County,9.9,23.3,29.5,37.2
TX,Hemphill County,17.9,31.5,29.4,21.2
TX,Henderson County,16.5,34.4,31.8,17.3
TX,Hidalgo County,34.3,23.5,23.5,18.7
TX,Hill County,16.5,34.9,31.3,17.4
TX,Hockley County,23.8,26.7,33.7,15.8
TX,Hood County,10.6,30.0,33.0,26.4
TX,Hopkins County,15.1,35.7,29.2,20.1
TX,Houston County,18.8,36.2,29.8,15.2
TX,Howard County,20.0,33.7,33.7,12.6
TX,Hudspeth County,44.5,30.6,14.2,10.7
TX,Hunt County,15.5,34.0,30.6,19.9
TX,Hutchinson County,14.0,34.4,37.5,14.0
TX,Irion County,6.8,37.6,40.5,15.0
TX,Jack County,18.0,40.0,28.6,13.5
TX,Jackson County,17.6,31.1,34.8,16.5
TX,Jasper County,15.0,44.7,27.4,12.9
TX,Jeff Davis County,21.1,20.1,28.2,30.5
TX,Jefferson County,15.8,31.9,32.6,19.7
TX,Jim Hogg County,25.5,37.6,23.5,13.4
TX,Jim Wells County,25.1,36.6,26.1,12.2
TX,Johnson County,14.3,35.9,31.1,18.7
TX,Jones County,21.6,38.6,28.1,11.7
TX,Karnes County,24.3,36.9,23.5,15.3
TX,Kaufman County,14.2,32.4,32.9,20.5
TX,Kendall County,7.2,20.6,30.1,42.1
TX,Kenedy County,73.6,20.2,5.2,1.0
TX,Kent County,14.2,32.6,27.8,25.4
TX,Kerr County,11.4,27.2,34.1,27.4
TX,Kimble County,14.9,32.9,29.7,22.5
TX,King County,20.3,34.8,24.1,20.9
TX,Kinney County,21.5,36.8,29.6,12.1
TX,Kleberg County,21.6,26.7,27.2,24.6
TX,Knox County,18.1,34.3,27.5,20.1
TX,Lamar County,15.7,33.1,32.5,18.7
TX,Lamb County,25.1,32.4,28.1,14.4
TX,Lampasas County,9.0,29.4,41.7,19.9
TX,La Salle County,36.4,38.6,17.5,7.5
TX,Lavaca County,14.4,40.9,28.1,16.7
TX,Lee County,15.4,36.2,33.9,14.6
TX,Leon County,18.2,40.0,27.7,14.0
TX,Liberty County,22.7,37.8,29.8,9.7
TX,Limestone County,18.9,33.2,33.1,14.8
TX,Lipscomb County,17.9,32.6,29.9,19.7
TX,Live Oak County,23.1,34.1,30.6,12.2
TX,Llano County,14.2,26.5,34.0,25.3
TX,Loving County,19.7,19.7,60.6,0.0
TX,Lubbock County,13.8,25.6,30.4,30.1
TX,Lynn County,24.6,29.4,28.7,17.3
TX,McCulloch County,23.2,27.6,31.9,17.3
TX,McLennan County,15.1,27.0,33.6,24.2
TX,McMullen County,7.3,32.7,31.3,28.8
TX,Madison County,19.2,38.5,27.6,14.7
TX,Marion County,14.8,41.0,29.4,14.7
TX,Martin County,22.6,33.0,26.1,18.3
TX,Mason County,12.3,26.7,33.4,27.6
TX,Matagorda County,19.4,31.6,31.5,17.4
TX,Maverick County,40.5,22.6,24.2,12.7
TX,Medina County,16.8,31.0,32.3,19.8
TX,Menard County,22.1,36.1,23.8,18.0
TX,Midland County,15.5,25.7,31.5,27.4
TX,Milam County,18.6,38.1,29.2,14.1
TX,Mills County,17.0,31.9,32.8,18.3
TX,Mitchell County,21.3,40.3,27.1,11.3
TX,Montague County,14.3,37.6,31.2,16.9
TX,Montgomery County,12.3,22.8,30.4,34.5
TX,Moore County,32.7,26.2,26.9,14.3
